,text,timestamp,source,symbols,company_names,url,verified,cleaned_tweets,sentiment,date,perc_change,NextDay_perc_change,sector
302,Reaffirmed: Beximco Pharmaceuticals Ltd $BXP Buy Rating Reaffirmed by Northland Capital; GBX 84.00 Target in Place - https://t.co/9264aeoBfo,Mon Jul 09 13:36:47 +0000 2018,bibeypost_stock,BXP,Boston Properties,https://www.bibeypost.com/reaffirmed-beximco-pharmaceuticals-ltd-lonbxp-buy-rating-reaffirmed-by-northland-capital-gbx-84-00-target-in-place/,FALSE,reaffirm beximco pharmaceut ltd bxp buy rate reaffirm northland capit gbx target place,0,7/9/2018,0.261139372,0.11904883,Real Estate
303,Daily Reversals: $DLPH $LFC $MTNB,Mon Jul 09 13:37:24 +0000 2018,LargeVoidBot,DLPH,Delphi Technologies PLC,,FALSE,daili revers dlph lfc mtnb,0,7/9/2018,-0.984565798,0.9971211,
304,Laboratory Corporation of America Holdings $LH Analysts See $2.92 EPS - https://t.co/ebsPTDQcB1,Mon Jul 09 13:37:41 +0000 2018,bibeypost_stock,LH,Laboratory Corporation of America Holdings,https://www.bibeypost.com/laboratory-corporation-of-america-holdings-lh-analysts-see-2-92-eps/,FALSE,laboratori corpor america hold lh analyst see ep,0,7/9/2018,0.284691503,-0.979690887,Healthcare
305,Monday's Top Analyst Upgrades and Downgrades: Baidu Capital One Delphi Technologies Dunkin’ Brands FireEye Wal… https://t.co/smhS0r6fpD,Mon Jul 09 13:37:47 +0000 2018,247WallSt,HSY,The Hershey Company,https://twitter.com/i/web/status/1016315479504416768,FALSE,monday top analyst upgrad downgrad baidu capit one delphi technolog dunkin brand fireey wal,1,7/9/2018,1.385971991,0.106491428,Consumer Defensive
306,$DCIX https://t.co/dnxSWTAVyl,Mon Jul 09 13:38:20 +0000 2018,KennethMilesTa2,DCIX,Diana Containerships Inc.,,FALSE,dcix,0,7/9/2018,,,
307,High Yield Dividend Champion Portfolio - July Update $BKH $ED $KMB $MO $PEP $PNR $SKT $T https://t.co/Da7YHTEDO6,Mon Jul 09 13:39:20 +0000 2018,TalkMarkets,PNR,Pentair plc,https://goo.gl/fuehCf,FALSE,high yield dividend champion portfolio juli updat bkh ed kmb mo pep pnr skt,1,7/9/2018,-2.123637774,-0.461682282,Industrials
308,Commented on $AAPL $ADBE $AEIS $AMAT $ANET $ANSS $ATHM $AVGO $BIDU $CDNS $CGNX $COHR $EA $ESIO $FB $FFIV $FISV… https://t.co/uu8WQau52y,Mon Jul 09 13:39:26 +0000 2018,andrescardenal,ANSS,ANSYS,https://twitter.com/i/web/status/1016315897592475648,FALSE,comment aapl adb aei amat anet anss athm avgo bidu cdn cgnx cohr ea esio fb ffiv fisv,0,7/9/2018,0.706243899,0.033989099,Technology
309,$NUAN into the gap 15's on deck,Mon Jul 09 13:39:36 +0000 2018,fatcoin88,NUAN,Nuance Communications,,FALSE,nuan gap deck,0,7/9/2018,-2.40384379,-0.26917663,Technology
310,RT @247WallSt: Monday's Top Analyst Upgrades and Downgrades: Baidu Capital One Delphi Technologies Dunkin’ Brands FireEye Walgreens an…,Mon Jul 09 13:42:03 +0000 2018,PennyStocksMomo,HSY,The Hershey Company,,FALSE,rt monday top analyst upgrad downgrad baidu capit one delphi technolog dunkin brand fireey walgreen,1,7/9/2018,1.385971991,0.106491428,Consumer Defensive
311,RT @BrandonVanZee: 🕘 #9at9 - Your 9am ET daily digest of what large &amp; mid-cap 🇺🇸 stocks are ⬆️ &amp; ⬇️ the most in the premarket.  📈 $HELE $KO…,Mon Jul 09 13:43:12 +0000 2018,tleong_tat,UDR,UDR,,FALSE,rt et daili digest larg amp mid cap stock amp premarket hele ko,0,7/9/2018,0.614643382,-0.618278327,Real Estate
312,NPP's This Week In Trading 7.9.18 https://t.co/hL8W6OmMUM $SPX $AMD $ARRY $BABA $BAC $BX $C $CAT $DHI $DIS $ECA… https://t.co/FZOtvtvVM6,Mon Jul 09 13:44:17 +0000 2018,NPPtrades,ARRY,Array BioPharma Inc.,http://northpostpartners.com/weekly-trading-plan/,FALSE,npp week trade spx amd arri baba bac bx c cat dhi di eca,0,7/9/2018,,,Technology
313,$AAN $AAPL $ABBV $ADM $AFL $ALLE $AM $AMGP $AMP $AMT $ANDX $AON $AOS $APD $APOG $AQN $AVGO $AY $BAC $BAM $BEP $BIP https://t.co/wkE8mTuTFm,Mon Jul 09 13:46:28 +0000 2018,adamgalas1,ALLE,Allegion plc,https://seekingalpha.com/article/4185992-dividend-senseis-portfolio-update-42-3-reasons-perfect-jobs-report-spells-great-news-stocks?source=tweet,FALSE,aan aapl abbv adm afl all amgp amp amt andx aon ao apd apog aqn avgo ay bac bam bep bip,0,7/9/2018,-0.880145336,-0.461598436,Industrials
314,Load Up The Truck With This Garbage Processor  $RSG $WCN $WM https://t.co/ggNAZCMw6V,Mon Jul 09 13:46:45 +0000 2018,KGwrtr,WM,Waste Management,https://seekingalpha.com/article/4186062-load-truck-garbage-processor?source=tweet,FALSE,load truck garbag processor rsg wcn wm,0,7/9/2018,0,-0.627342594,Industrials
315,$MUR:  New SEC Filing for MUR: Form SC 13G/A (No. 0001564590-18-016664):  https://t.co/oiIZqMvDTp,Mon Jul 09 13:47:02 +0000 2018,Stock_News_Now,MUR,Murphy Oil Corporation,http://stocknewsflow.com/717423_000156459018016664_0001564590-18-016664,FALSE,mur new sec file mur form sc g,0,7/9/2018,-1.706585835,0.145940571,Energy
316,$GNCA 'Methods for improving the immunogenicity and efficacy of cancer vaccines' https://t.co/yupUTMQN8C Genocea's… https://t.co/iXw6oNLRV8,Mon Jul 09 13:50:52 +0000 2018,TamaleNacho,GNCA,Genocea Biosciences,https://www.ncbi.nlm.nih.gov/m/pubmed/29874943/?i=2&from=neoantigens%20cancer%20vaccine,FALSE,gnca method improv immunogen efficaci cancer vaccin genocea,-1,7/9/2018,-0.961533226,0.595237546,Healthcare
317,Get the latest ratings for $ETR $ISRG $DPS $ILMN $GD in your inbox with MarketBeat Daily https://t.co/nSJuDsYidj,Mon Jul 09 13:51:28 +0000 2018,RatingsNetwork,ETR,Entergy Corporation,http://bit.ly/arndailyw,FALSE,get latest rate etr isrg dp ilmn gd inbox marketbeat daili,0,7/9/2018,3.036537654,-0.973173755,Utilities
318,Fidelity National Information Servcs Inc: The stock is testing its highs. $FIS https://t.co/uswYUpeD24 https://t.co/UsLyatz07n,Mon Jul 09 13:53:19 +0000 2018,MScreener,FIS,Fidelity National Information Services,http://www.4-traders.com//FIDELITY-NATIONAL-INFORMA-12027/,FALSE,fidel nation inform servc inc stock test high fi,0,7/9/2018,0.404935051,0.554322326,Technology
319,ONEOK Inc.: The stock is testing its highs. $OKE https://t.co/x7GOvsg4Sj https://t.co/n0Tkpd32ct,Mon Jul 09 13:54:16 +0000 2018,MScreener,OKE,ONEOK,http://www.4-traders.com//ONEOK-INC-13899/,FALSE,oneok inc stock test high oke,0,7/9/2018,0.237836864,0.738674257,Energy
320,Zacks: Brokerages Anticipate Laboratory Corp. of America Holdings $LH to Announce $2.92 EPS https://t.co/qyRTaZ7H60,Mon Jul 09 13:54:29 +0000 2018,WatchlistN,LH,Laboratory Corporation of America Holdings,http://zpr.io/6Tqwx,FALSE,zack brokerag anticip laboratori corp america hold lh announc ep,0,7/9/2018,0.284691503,-0.979690887,Healthcare
321,Zacks: Brokerages Expect Laboratory Corp. of America Holdings $LH to Post $2.92 Earnings Per Share https://t.co/ymHDGn5ysu,Mon Jul 09 13:55:10 +0000 2018,TickerReport,LH,Laboratory Corporation of America Holdings,http://tickerreport.com/?p=3624590,FALSE,zack brokerag expect laboratori corp america hold lh post earn per share,1,7/9/2018,0.284691503,-0.979690887,Healthcare
322,Kimco Q2 sales volume exceeds $330M https://t.co/3g0Nls0Dir #REIT $KIM,Mon Jul 09 13:57:54 +0000 2018,_____yago_____,KIM,Kimco Realty Corporation,https://seekingalpha.com/news/3368556,FALSE,kimco q sale volum exce reit kim,0,7/9/2018,0.886522564,0.476190044,Real Estate
323,Bought $ARRY on dip https://t.co/doTuoAie3J,Mon Jul 09 13:58:28 +0000 2018,NPPtrades,ARRY,Array BioPharma Inc.,,FALSE,bought arri dip,0,7/9/2018,,,Technology
324,Zacks: Analysts Anticipate Boston Properties Inc. $BXP to Post $1.56 EPS https://t.co/oaJYhATim1,Mon Jul 09 13:59:28 +0000 2018,TheMarketsDaily,BXP,Boston Properties,http://zpr.io/6TqF5,FALSE,zack analyst anticip boston properti inc bxp post ep,0,7/9/2018,0.261139372,0.11904883,Real Estate
325,4903 $PAH Jul 12.5 Calls $0.20 this buyer may strike gold with this one,Mon Jul 09 13:59:31 +0000 2018,NickPoulopoulos,PAH,Platform Specialty Products Corporation,,FALSE,pah jul call buyer may strike gold one,0,7/9/2018,,,
326,Momentum Mover Alert: $PAH https://t.co/xgj7zTIZTr,Mon Jul 09 14:00:04 +0000 2018,gsi_momo_alerts,PAH,Platform Specialty Products Corporation,https://www.getstockideas.com/lp/momo-stock-screener.php?utm_source=twitter,FALSE,momentum mover alert pah,1,7/9/2018,,,
327,DOWNSIDE MOMENTUM ALERT: $UDR UDR 📉 TradeIdeas via https://t.co/VS8RO1bzXJ to Free Trading Room,Mon Jul 09 14:02:10 +0000 2018,AlertTrade,UDR,UDR,http://AlertTrade.us,FALSE,downsid momentum alert udr udr tradeidea via free trade room,1,7/9/2018,0.614643382,-0.618278327,Real Estate
328,RT @AlertTrade: DOWNSIDE MOMENTUM ALERT: $UDR UDR 📉 TradeIdeas via https://t.co/VS8RO1bzXJ to Free Trading Room,Mon Jul 09 14:02:11 +0000 2018,tradnews_,UDR,UDR,http://AlertTrade.us,FALSE,rt downsid momentum alert udr udr tradeidea via free trade room,1,7/9/2018,0.614643382,-0.618278327,Real Estate
329,30+ Companies that could defy the odds this earnings season.. https://t.co/e39R2GxmA3 #Earnings $ADBE $AZO $KO,Mon Jul 09 14:05:38 +0000 2018,whotrades,AZO,AutoZone,https://whotrades.com/$ADBE/4460869?showMore=1,FALSE,compani could defi odd earn season earn adb azo ko,-1,7/9/2018,-1.097903744,-0.338958445,Consumer Cyclical
330,Some charts take time wear you out and so on.  Due to e-commerce growth I am long longer calls right here of $PKG… https://t.co/pqdgzQs0eC,Mon Jul 09 14:06:19 +0000 2018,iSPYpotential,IP,International Paper Company,https://twitter.com/i/web/status/1016322662031937536,FALSE,chart take time wear due e commerc growth long longer call right pkg,1,7/9/2018,-0.587784506,-0.73473884,Consumer Cyclical
331,Daily Reversal (10:07): $DDR Last: 14.89; pHigh: 14.89; rVol: 0.385; pClose: 14.81; LOD: 14.7900; Perf: 0.5%,Mon Jul 09 14:07:24 +0000 2018,LargeVoidBot,DDR,DDR Corp.,,FALSE,daili revers ddr last phigh rvol pclose lod perf,0,7/9/2018,2.15924225,0.754455811,
332,RT @BrandonVanZee: 🕘 #9at9 - Your 9am ET daily digest of what large &amp; mid-cap 🇺🇸 stocks are ⬆️ &amp; ⬇️ the most in the premarket.  📈 $HELE $KO…,Mon Jul 09 14:08:14 +0000 2018,fred5068fred,UDR,UDR,,FALSE,rt et daili digest larg amp mid cap stock amp premarket hele ko,0,7/9/2018,0.614643382,-0.618278327,Real Estate
333,$AVY Max Pain=105.00. Maturity=07/20/2018. #maxpain #options https://t.co/Qkw9MOz4We https://t.co/43HLF3wAxJ,Mon Jul 09 14:10:14 +0000 2018,optioncharts,AVY,Avery Dennison Corporation,http://maximum-pain.com/options/max-pain/AVY,FALSE,avi max pain matur maxpain option,-1,7/9/2018,-0.807881473,-0.528531785,Industrials
334,RT @SamuelGarciab1: S&amp;P 500 companies with the most revenue Exposure to China% of total revenue. $swks $wynn $qcon $qrvo $avgo $mu $txn $a…,Mon Jul 09 14:10:54 +0000 2018,LiveMarketChat,EXPD,Expeditors International of Washington,,FALSE,rt amp p compani revenu exposur china total revenu swk wynn qcon qrvo avgo mu txn,0,7/9/2018,-0.880813869,0.639882384,Industrials
335,High Yield Dividend Champion Portfolio – July Update https://t.co/WId6TkQpAA $T $MO $ED $BKH $KMB $SKT $PEP $PNR,Mon Jul 09 14:14:03 +0000 2018,whotrades,ED,Consolidated Edison,https://whotrades.com/$T/4460889?showMore=1,FALSE,high yield dividend champion portfolio juli updat mo ed bkh kmb skt pep pnr,1,7/9/2018,3.320753949,-1.910993528,Utilities
336,Unicorn Bay rating for $HSIC is 2.89 out of 5. https://t.co/oqWXrjDac9,Mon Jul 09 14:14:03 +0000 2018,1MinuteStock,HSIC,Henry Schein,https://unicornbay.com/t/HSIC.US?utm_medium=tweet&utm_campaign=rank&utm_source=twitter,FALSE,unicorn bay rate hsic,0,7/9/2018,-0.302308735,0.719802808,Healthcare
337,Top % Gainers: $MBVX 235% $STAF 142% $BNTC 71% $NNDM $BBOX $PVG $HELE $TGC $WHD $LBIX $AUO $LC $TGA $DLPH $AXON… https://t.co/ZR0dg5fjJm,Mon Jul 09 14:18:20 +0000 2018,Super1NYC,DLPH,Delphi Technologies PLC,https://twitter.com/i/web/status/1016325685583855617,FALSE,top gainer mbvx staf bntc nndm bbox pvg hele tgc whd lbix auo lc tga dlph axon,1,7/9/2018,-0.984565798,0.9971211,
338,$AVY has outperformed analysts' expectations for EPS. This indicates the company's overall financial health. #EPS… https://t.co/iNXqMEzLD4,Mon Jul 09 14:30:00 +0000 2018,StockMetrixApp,AVY,Avery Dennison Corporation,https://twitter.com/i/web/status/1016328621114515461,FALSE,avi outperform analyst expect ep indic compani overal financi health ep,0,7/9/2018,-0.807881473,-0.528531785,Industrials
339,Office Depot Inc $ODP Receives Average Rating of “Hold” from Analysts https://t.co/U5dK7Q97ER,Mon Jul 09 14:30:22 +0000 2018,ZolmaxNews,ODP,Office Depot,http://zolmax.com/?p=2370991,FALSE,offic depot inc odp receiv averag rate hold analyst,0,7/9/2018,-3.676470485,1.418445089,Consumer Cyclical
340,PAH Option Alert: Jul 20 $12.5 Calls at the Ask: 4903 @ $0.201 vs 8542 OI; Earnings 8/8 Before Open [est] Ref=$11.84 $PAH,Mon Jul 09 14:30:46 +0000 2018,twj_optionsflow,PAH,Platform Specialty Products Corporation,,FALSE,pah option alert jul call ask vs oi earn open est ref pah,1,7/9/2018,,,
341,RT @Drugdoctor2014: $ELTP.1098 - 10 cent Drug Mfr gets FDA Percocet Generic APPROVAL!! 500 million dollar market! $DVMT $DOV $DST $ATVI $EA…,Mon Jul 09 14:32:57 +0000 2018,BeefEnt,ROST,Ross Stores,,FALSE,rt eltp cent drug mfr get fda percocet gener approv million dollar market dvmt dov dst atvi ea,0,7/9/2018,0.28888375,0.544045866,Consumer Cyclical
342,Office Depot Inc $ODP Receives Consensus Recommendation of “Hold” from Analysts https://t.co/g7U6xOZnxS,Mon Jul 09 14:33:46 +0000 2018,dailypoliticaln,ODP,Office Depot,http://www.dailypolitical.com/?p=2190949,FALSE,offic depot inc odp receiv consensu recommend hold analyst,1,7/9/2018,-3.676470485,1.418445089,Consumer Cyclical
343,Closed $HSIC with a gain of 4%. Extended here and many other opportunities out there. https://t.co/zTpIYaesZF,Mon Jul 09 14:34:22 +0000 2018,tradertob,HSIC,Henry Schein,,FALSE,close hsic gain extend mani opportun,1,7/9/2018,-0.302308735,0.719802808,Healthcare
344,RT @OneOClockDrop: REVERSE MERGER TWEET $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMM $SRC $CSX $KBR $MHK $ODP $MHK $SRC $PEP $…,Mon Jul 09 14:35:54 +0000 2018,BeefEnt,ODP,Office Depot,,FALSE,rt revers merger tweet pten nwl tjx epd tbt ne tal spx mxim well mmm src csx kbr mhk odp mhk src pep,1,7/9/2018,-3.676470485,1.418445089,Consumer Cyclical
345,$AWR $BKH $CNP $DTE $EIX $EXC $MDU $NI $NJR $PPL $SCG $SR $SRE $SWX $UGI $XLU https://t.co/gseVPlDcgg,Mon Jul 09 14:42:01 +0000 2018,OLEGEFF,CNP,CenterPoint Energy,https://seekingalpha.com/article/4186072-utilities-dashboard-update?source=tweet,FALSE,awr bkh cnp dte eix exc mdu ni njr ppl scg sr sre swx ugi xlu,0,7/9/2018,3.650681597,-1.118989744,Utilities
346,$GWW $BMS $AFL $WFC $PFE $SO $UL $ADM $AMGN $YUM $EMR $MMM $JNJ $DOV $ED $KHC $VFC $MCD $YUMC $D $GILD $BDX $TROW https://t.co/6qnrXiqM2T,Mon Jul 09 14:42:20 +0000 2018,OLEGEFF,ED,Consolidated Edison,https://seekingalpha.com/article/4186026-dividend-income-update-june-2018?source=tweet,FALSE,gww bm afl wfc pfe ul adm amgn yum emr mmm jnj dov ed khc vfc mcd yumc gild bdx trow,0,7/9/2018,3.320753949,-1.910993528,Utilities
347,RT @WeekHerald: Reviewing Editas Medicine $EDIT &amp; Novavax $NVAX https://t.co/tfnw8fwtbl,Mon Jul 09 14:44:11 +0000 2018,tabuhasna,NVAX,Novavax,http://weekherald.com/?p=2978806,FALSE,rt review edita medicin edit amp novavax nvax,0,7/9/2018,2.81689876,0,Healthcare
348,RT @OlympiaReport: Novavax $NVAX and Editas Medicine $EDIT Head-To-Head Contrast https://t.co/CiD4WMpNdJ,Mon Jul 09 14:44:15 +0000 2018,tabuhasna,NVAX,Novavax,http://theolympiareport.com/?p=912976,FALSE,rt novavax nvax edita medicin edit head head contrast,0,7/9/2018,2.81689876,0,Healthcare
349,Mettler-toledo International Inc $MTD's Stock Is Sell After More Market Selling - https://t.co/RspOmpstZn,Mon Jul 09 14:44:49 +0000 2018,whatsonthorold2,MTD,Mettler-Toledo International Inc.,https://www.whatsonthorold.com/2018/07/09/mettler-toledo-international-inc-nysemtds-stock-is-sell-after-more-market-selling/,FALSE,mettler toledo intern inc mtd stock sell market sell,0,7/9/2018,-1.66489862,-0.155284478,Healthcare
350,Morgan Stanley upgrades $DLPH from Equal-Weight to Overweight https://t.co/vZepAuenD0,Mon Jul 09 14:47:20 +0000 2018,usratings,DLPH,Delphi Technologies PLC,http://99wallstreet.com/ratings/stock/DLPH/,FALSE,morgan stanley upgrad dlph equal weight overweight,-1,7/9/2018,-0.984565798,0.9971211,
351,Check out these 10 Dividend Champions With 20% Stock Price Potential -&gt; https://t.co/VLghgYivTo - $ORI $DOV $NUE… https://t.co/46CnOhv8tL,Mon Jul 09 14:48:06 +0000 2018,DividendSheet,PNR,Pentair plc,https://goo.gl/AQV5EZ,FALSE,check dividend champion stock price potenti gt ori dov nue,1,7/9/2018,-2.123637774,-0.461682282,Industrials
352,Is Mettler-toledo International Inc $MTD’s Fuel Running Low? Reports Show More Sellers https://t.co/tFgc74diT1,Mon Jul 09 14:48:29 +0000 2018,reurope_stock,MTD,Mettler-Toledo International Inc.,https://reurope.com/2018/07/09/is-mettler-toledo-international-inc-nysemtds-fuel-running-low-reports-show-more-sellers/,FALSE,mettler toledo intern inc mtd fuel run low report show seller,-1,7/9/2018,-1.66489862,-0.155284478,Healthcare
353,Is Buying Mettler-toledo International Inc $MTD Here Good Idea? - https://t.co/8TmG3YiFjG,Mon Jul 09 14:48:52 +0000 2018,bibeypost_stock,MTD,Mettler-Toledo International Inc.,https://www.bibeypost.com/is-buying-mettler-toledo-international-inc-nysemtd-here-good-idea/,FALSE,buy mettler toledo intern inc mtd good idea,1,7/9/2018,-1.66489862,-0.155284478,Healthcare
354,$AON: At/Above 200DaySMA[-141.22]:16d cl:+3 0NearHi allTFs+ ch:+1.2% medFlt:240M; TLM:1.1; ILM:0.8; cl+op+; rv:-0.78; vl:5,Mon Jul 09 14:48:59 +0000 2018,tymorapro,AON,Aon plc,,FALSE,aon daysma cl nearhi alltf ch medflt tlm ilm cl op rv vl,0,7/9/2018,-1.887196655,-0.273829017,Financial Services
355,Forward motion again for auto suppliers https://t.co/OCmMJ7ndD1 $DLPH $DAN $AXL $MTOR,Mon Jul 09 14:49:59 +0000 2018,MarketCurrents,DLPH,Delphi Technologies PLC,https://seekingalpha.com/news/3368633-forward-motion-auto-suppliers?source=feed_f,FALSE,forward motion auto supplier dlph dan axl mtor,0,7/9/2018,-0.984565798,0.9971211,
356,Recent $HSIC technical alerts: Bollinger Band Squeeze plus 3 more alerts... https://t.co/oT63eBYHMr,Mon Jul 09 14:50:10 +0000 2018,SwingTradeBot,HSIC,Henry Schein,https://swingtradebot.com/equities/HSIC,FALSE,recent hsic technic alert bolling band squeez plu alert,1,7/9/2018,-0.302308735,0.719802808,Healthcare
357,Fertilizer stocks $ipi $ntr $mos all basically flat the last month as the trade discussions/battles heat up imo lo… https://t.co/eF3swFgOgJ,Mon Jul 09 14:54:03 +0000 2018,w2beavfan,MOS,The Mosaic Company,https://twitter.com/i/web/status/1016334675134984194,FALSE,fertil stock ipi ntr mo basic flat last month trade discuss battl heat imo lo,0,7/9/2018,-0.24743617,-2.045855083,Basic Materials
358,RT @TamaleNacho: $GNCA 'Methods for improving the immunogenicity and efficacy of cancer vaccines' https://t.co/yupUTMQN8C Genocea's ATLAS i…,Mon Jul 09 14:54:30 +0000 2018,ajbrzski,GNCA,Genocea Biosciences,https://www.ncbi.nlm.nih.gov/m/pubmed/29874943/?i=2&from=neoantigens%20cancer%20vaccine,FALSE,rt gnca method improv immunogen efficaci cancer vaccin genocea atla,-1,7/9/2018,-0.961533226,0.595237546,Healthcare
359,Benzinga's Top Upgrades Downgrades For July 9 2018  $DLPH $OAS $RXII $KORS $BIDU $AMT $ADM $FEYE $TSCO $PG $WBA… https://t.co/Iz36yotTkA,Mon Jul 09 14:56:27 +0000 2018,TopStockAlerts1,DLPH,Delphi Technologies PLC,https://twitter.com/i/web/status/1016335279110737920,FALSE,benzinga top upgrad downgrad juli dlph oa rxii kor bidu amt adm fey tsco pg wba,1,7/9/2018,-0.984565798,0.9971211,
360,$HELE $EL $NUS $NHTC:  This Top Consumer Stock Is Booming On Big Earnings Beat:  https://t.co/0vZZ9tNH38,Mon Jul 09 14:57:01 +0000 2018,NewsToDesk,EL,The EstíëŒ©e Lauder Companies Inc.,https://www.StockNewsWires.com/hele-el-nus-nhtc-this-top-consumer-stock-is-booming-on-big-earnings-beat/,FALSE,hele el nu nhtc top consum stock boom big earn beat,1,7/9/2018,-0.175574128,-1.210898751,Consumer Defensive
361,@beep_eminent the mother of all app will be powered by Eminent $EMN https://t.co/zkV6DIyqt5 and will provide all… https://t.co/602Iizhx0j,Mon Jul 09 14:58:08 +0000 2018,marcio_teruel,EMN,Eastman Chemical Company,http://eminent.beepnation.com,FALSE,emin mother app power emin emn provid,0,7/9/2018,-0.880445132,0.566186858,Basic Materials
362,Downgrades  $OAS $SEAS $RYI $SIX $CJ $AMT $FLO $AKS $ASNS $BAH $HSY $SC $PETS $PG $SMP $WBA $RSYS $LOB $BIIB,Mon Jul 09 14:59:48 +0000 2018,TopStockAlerts1,HSY,The Hershey Company,,FALSE,downgrad oa sea ryi six cj amt flo ak asn bah hsi sc pet pg smp wba rsi lob biib,0,7/9/2018,1.385971991,0.106491428,Consumer Defensive
363,Upgrades:  $DLPH $CVS $ANET $BRFS $BIDU $ADM $UMC $FEYE $TSCO $CP $DNKN $BP $ES $ATUS $SNI $RIG $PBF $ANTM $COF $CNI $OLLI,Mon Jul 09 15:00:02 +0000 2018,TopStockAlerts1,DLPH,Delphi Technologies PLC,,FALSE,upgrad dlph cv anet brf bidu adm umc fey tsco cp dnkn bp es atu sni rig pbf antm cof cni olli,0,7/9/2018,-0.984565798,0.9971211,
364,is_float 変数の型が float かどうか調べるぞう    bool is_float     ( mixed $var    ),Mon Jul 09 15:00:07 +0000 2018,todays_function,VAR,Varian Medical Systems,,FALSE,float float bool float mix var,0,7/9/2018,-1.389486918,0.126851185,Healthcare
365,$nuan HOD,Mon Jul 09 15:00:13 +0000 2018,fatcoin88,NUAN,Nuance Communications,,FALSE,nuan hod,0,7/9/2018,-2.40384379,-0.26917663,Technology
366,$NUAN Jul 14.0 Calls 307 at $0.844 $46K SWEPT,Mon Jul 09 15:01:19 +0000 2018,OptionsMike,NUAN,Nuance Communications,,FALSE,nuan jul call k swept,0,7/9/2018,-2.40384379,-0.26917663,Technology
367,$WM Max Pain is 82.50 for maturity 07/20/2018. #maxpain #options https://t.co/BoudjB7v5l https://t.co/tjiYGySw3X,Mon Jul 09 15:01:53 +0000 2018,optioncharts,WM,Waste Management,http://maximum-pain.com/options/max-pain/WM,FALSE,wm max pain matur maxpain option,-1,7/9/2018,0,-0.627342594,Industrials
368,Kimco Realty Corp. (KIM) has improved a lot on the charts in the past three months. Let's see if we can present a p… https://t.co/w53pBxIvSp,Mon Jul 09 15:02:03 +0000 2018,realmoney,KIM,Kimco Realty Corporation,https://twitter.com/i/web/status/1016336685985095681,FALSE,kimco realti corp kim improv lot chart past three month let see present p,0,7/9/2018,0.886522564,0.476190044,Real Estate
369,At the moment in the period of #ICO it is already possible to notice the growth of its community and investors. T… https://t.co/7CKZ823f7O,Mon Jul 09 15:03:09 +0000 2018,marcio_teruel,EMN,Eastman Chemical Company,https://twitter.com/i/web/status/1016336962288939009,FALSE,moment period ico alreadi possibl notic growth commun investor,1,7/9/2018,-0.880445132,0.566186858,Basic Materials
370,Stocks for this paper straw craze $IP ??,Mon Jul 09 15:05:49 +0000 2018,timmyotoole23,IP,International Paper Company,,FALSE,stock paper straw craze ip,0,7/9/2018,-0.587784506,-0.73473884,Consumer Cyclical
371,$MTD high OI range is 580.00 to 700.00 for option expiration 07/20/2018 #maxpain #options https://t.co/65dNriHd3k https://t.co/yStjG6lRZA,Mon Jul 09 15:06:54 +0000 2018,optioncharts,MTD,Mettler-Toledo International Inc.,http://maximum-pain.com/options/open-interest/MTD,FALSE,mtd high oi rang option expir maxpain option,0,7/9/2018,-1.66489862,-0.155284478,Healthcare
372,$XYL U.S. Firm Helps Thai Rescuers Pump Water From Cave to Save Boys via https://t.co/jURZDymPXI,Mon Jul 09 15:09:02 +0000 2018,finzine,XYL,Xylem Inc.,http://www.hvper.com/?ref=ftw,FALSE,xyl u firm help thai rescuer pump water cave save boy via,1,7/9/2018,-1.280143802,-0.102759383,Industrials
373,Mid-morning highest % above OR 30-min high Trading range % &amp; Up/Avg Gain of today's three 30-min bars (Min $5 Vol… https://t.co/bxVypppjAa,Mon Jul 09 15:09:35 +0000 2018,15minofPham,PAH,Platform Specialty Products Corporation,https://twitter.com/i/web/status/1016338583160942593,FALSE,mid morn highest min high trade rang amp avg gain today three min bar min vol,1,7/9/2018,,,
374,Watch them shippers.... $dcix $drys $ship $tops... 🚀,Mon Jul 09 15:10:20 +0000 2018,simpletrades4me,DCIX,Diana Containerships Inc.,,FALSE,watch shipper dcix dri ship top,1,7/9/2018,,,
375,🔥HOT🔥stocks today $STAF $MBVX $PTIE $NNDM $ISR $BBOX $AQXP $CVM $BNTC $DFBG $LC $TGC $HELE $PVG $AUO $MDXG $AXON… https://t.co/klfpbh0OrF,Mon Jul 09 15:10:49 +0000 2018,ProfitTradeRoom,PAH,Platform Specialty Products Corporation,https://twitter.com/i/web/status/1016338895125041152,FALSE,hot stock today staf mbvx ptie nndm isr bbox aqxp cvm bntc dfbg lc tgc hele pvg auo mdxg axon,0,7/9/2018,,,
376,Top Implied #Volatility Gainers $RCII $SWKS $TWTR $PVG $QCOM $HIG $DAL $TSCO $DVMT $ACAD $RF https://t.co/3rvsfTPuHO,Mon Jul 09 15:13:10 +0000 2018,MC_OptionTrades,HIG,The Hartford Financial Services Group,https://marketchameleon.com/volReports/topImpliedVolMovers/,FALSE,top impli volatil gainer rcii swk twtr pvg qcom hig dal tsco dvmt acad rf,1,7/9/2018,-2.40199842,0.206179567,Financial Services
